"PlanetIdentifier","TypeFlag","PlanetaryMassJpt","RadiusJpt","PeriodDays","SemiMajorAxisAU","Eccentricity","PeriastronDeg","LongitudeDeg","AscendingNodeDeg","InclinationDeg","SurfaceTempK","AgeGyr","DiscoveryMethod","DiscoveryYear","LastUpdated","RightAscension","Declination","DistFromSunParsec","HostStarMassSlrMass","HostStarRadiusSlrRad","HostStarMetallicity","HostStarTempK","HostStarAgeGyr","ListsPlanetIsOn","Probability_of_life"
"Kepler-169 f",0,6.73420845512525,0.23512,87.090195,10.0825312137478,0.0815144862859775,65.3597021451177,107.396377301763,202.924515504266,91.4508245733478,247.767007036524,1.53816543351314,"transit",2014,"14/02/26","19 03 59","+40 55 09",443.8,0.918,0.763,0.0947237105209773,4997,4.27880707798198,"Confirmed planets",0
"Kepler-17 b",0,2.47,1.33,1.4857108,0.02591,0.011,23.3761304846702,297.453842834053,38.6696659546973,87.2,1622.7,1.98891391501938,"transit",2011,"15/12/03","19 53 35","+47 48 54",800,1.16,1.05,0.26,5781,0.283925673642356,"Confirmed planets",0
"Kepler-170 b",0,14.6421107503566,0.29162,7.930592,-14.1815787751321,-0.176419946646716,241.541635483375,265.527247434707,137.761786053902,38.8498219492289,1378.97812419955,0.675235273524986,"transit",2014,"14/02/26","18 58 05","+41 37 46",849.82,1.089,1.035,0.197783095569029,5679,14.823462713683,"Confirmed planets",0
"Kepler-170 c",0,-3.54511965048682,0.26063,16.665863,4.91050388982884,0.129225316853127,184.01866382598,161.4544582732,123.461677886326,68.1614439511712,729.944171139043,0.800112119196887,"transit",2014,"14/02/26","18 58 05","+41 37 46",849.82,1.089,1.035,-0.0844738684963878,5679,2.43674861461154,"Confirmed planets",0
"Kepler-171 b",0,18.3784040640327,0.21324,4.166972,-0.961993410294103,0.0447545500284965,164.056548305951,207.797620490476,97.3246918605436,80.4116446678375,1103.45750128748,1.56653291217834,"transit",2014,"14/02/26","19 47 05","+41 45 19",854.42,0.931,0.839,-0.143810501346217,5642,6.19291627507195,"Confirmed planets",0
"Kepler-171 c",0,-10.6386191354568,0.23329,11.463462,1.02362266920515,-0.297425608911272,95.5765808462436,203.258244369313,78.8566784207003,63.4669770155452,878.252375628461,0.330974394030551,"transit",2014,"14/02/26","19 47 05","+41 45 19",854.42,0.931,0.839,0.0144707814011245,5642,6.2665864361391,"Confirmed planets",0
"Kepler-171 d",0,0.801255974216446,0.17224,39.595519,5.10228486171852,0.141899542811448,47.5373546517954,169.562934991486,-14.7165758060584,90.8472258769738,125.465793014404,1.40082570407178,"transit",2014,"14/02/26","19 47 05","+41 45 19",854.42,0.931,0.839,-0.432756433207575,5642,6.51302495669387,"Confirmed planets",0
"Kepler-172 b",0,9.49058757684709,0.21416,2.940309,31.1849132045623,0.788115538704909,-146.631719925896,381.728762641184,-31.6861356091044,73.5191163484278,772.998540363538,0.389155329467225,"transit",2014,"14/02/26","18 53 28","+41 49 18",901.77,0.85,1.085,-0.165317514953746,5526,2.42097466095334,"Confirmed planets",0
"Kepler-172 c",0,-10.7831922631574,0.26063,6.388996,11.3836865343632,0.442359642519622,127.977488527092,347.290039757972,20.2655976454748,112.384335866188,422.072937702202,0.986720839730761,"transit",2014,"14/02/26","18 53 28","+41 49 18",901.77,0.85,1.085,-0.286074552491455,5526,-0.251650497790213,"Confirmed planets",0
"Kepler-172 d",0,-0.682664197797954,0.20504,14.627119,-14.7229376877408,-0.252823601779614,136.800117667339,150.463567197236,137.379006276525,88.613368471078,706.136079399536,2.53017266618484,"transit",2014,"14/02/26","18 53 28","+41 49 18",901.77,0.85,1.085,0.0799563695471937,5526,10.4460404100509,"Confirmed planets",0
"Kepler-172 e",0,-9.61741387672087,0.25152,35.118736,16.0237061089218,0.379491807207585,222.135190833472,253.177347950206,124.702136054774,73.6490274694205,1207.5986641609,2.33880428628818,"transit",2014,"14/02/26","18 53 28","+41 49 18",901.77,0.85,1.085,0.00825832158308579,5526,2.97382291147539,"Confirmed planets",0
"Kepler-173 b",0,13.6209801447437,0.11756,4.263742,-1.86490152124482,-0.0827080709313627,177.52672947309,85.8134302867503,78.401370558252,79.8570619788875,123.939861746685,3.5089749820313,"transit",2014,"14/02/26","19 38 35","+41 53 02",809.64,1.06,0.949,-0.304194914518002,6031,9.64095143580556,"Confirmed planets",0
"Kepler-173 c",0,8.2509618244763,0.22145,8.005777,16.8834391404477,0.121404573771948,53.8127270464571,37.9210608285057,148.751120461334,60.092776136718,525.230318525899,1.10015781140262,"transit",2014,"14/02/26","19 38 35","+41 53 02",809.64,1.06,0.949,0.131918423791442,6031,9.08025226627784,"Confirmed planets",0
"Kepler-174 b",0,3.20774745772169,0.17862,13.98179,8.90326284199906,0.351687558444148,248.967150241604,155.293833274795,310.318588886769,94.9204217731709,632.955921051153,2.04858568480144,"transit",2014,"14/02/26","19 09 45","+43 49 55",360.14,0.602,0.622,0.24166768487678,4880,3.22856258213838,"Confirmed planets",0
"Kepler-174 c",0,9.31558336190096,0.13578,44.000529,-22.218678642691,0.422408525681116,426.55215461283,18.8148002341529,161.648453925701,104.464169742317,102.507871020817,2.10884245489991,"transit",2014,"14/02/26","19 09 45","+43 49 55",360.14,0.602,0.622,-0.0862149088252827,4880,5.21462990688743,"Confirmed planets",1
"Kepler-174 d",0,2.82221724358063,0.19958,247.35373,-9.99377043709089,-0.0133863136942243,36.4845444588718,295.580798600737,197.904024332689,100.067308555789,1068.75793468744,2.40651350291996,"transit",2014,"14/02/26","19 09 45","+43 49 55",360.14,0.602,0.622,0.311582850357394,4880,6.03906942375927,"Confirmed planets",0
"Kepler-175 b",0,19.4911675772769,0.23329,11.903515,-12.0678346540776,-0.022344676304532,88.9792915673681,424.259025883857,-72.2406641644992,91.1306947795052,2043.26379556353,0.756223133900887,"transit",2014,"14/02/26","19 18 12","+43 52 34",1219.23,1.045,1.01,-0.141778819245865,6064,9.37439965968623,"Confirmed planets",0
